ds,y,yhat,residual,Z_Residual
2025-09-09,5978.129999999999,4718.301236616801,1259.8287633831978,0.7543794564562626
2025-09-10,5775.37,5070.784014839608,704.5859851603918,0.4220298065789706
2025-09-11,5898.38,5054.324464030166,844.0555359698337,0.5055115882392824
2025-09-12,5616.7300000000005,4800.533447372531,816.1965526274698,0.4888361379265247
2025-09-13,5338.94,4471.770307857329,867.169692142671,0.5193469446140914
2025-09-14,5245.7699999999995,2232.8044091857832,3012.9655908142163,1.8037481896230718
2025-09-15,535.33,1644.2896760677909,-1108.959676067791,-0.6634976224762283
2025-09-16,419.68,3818.5210161845052,-3398.8410161845054,-2.0341435660114833
2025-09-17,433.19000000000005,4199.590989363768,-3766.400989363768,-2.2541526020335882
2025-09-18,5024.53,4216.701028035285,807.8289719647146,0.48382758560912603
2025-09-19,5021.8099999999995,4000.6919767943014,1021.1180232056981,0.611495237099328
2025-09-20,5002.82,3713.138438890304,1289.6815611096958,0.7722483369917568
2025-09-21,1754.3600000000001,1518.0299574781907,236.33004252180945,0.14174755043327136
2025-09-22,1932.6899999999998,975.264400183416,957.4255998165838,0.5733710949340532
2025-09-23,5037.46,3196.421902830847,1841.038097169153,1.1022718130348543
2025-09-24,5003.499999999999,3624.937258616116,1378.562741383883,0.825449621733101
2025-09-25,5000.990000000001,3689.424629748979,1311.5653702510217,0.7853472490197176
2025-09-26,4845.83,3520.2189961132663,1325.6110038867337,0.7937544928492996
2025-09-27,4339.54,3278.4785542947166,1061.0614457052834,0.6354040261971861
2025-09-28,1670.21,1127.8709089103963,542.3390910896037,0.32491427342301016
2025-09-29,3011.62,628.0683321914576,2383.5516678085423,1.4270021874357415
2025-09-30,1806.21,2890.520451749107,-1084.310451749107,-0.6487434259456899
2025-10-01,459.97,3358.622351682642,-2898.652351682642,-1.7347474567061638
2025-10-02,400.76,3461.0321561886485,-3060.2721561886483,-1.8314876351425833
2025-10-03,426.23,3328.202787700284,-2901.972787700284,-1.7367349580140339
2025-10-04,496.78999999999996,3121.4724683315217,-2624.6824683315217,-1.5707583002868621
2025-10-05,522.99,1004.7372279128945,-481.74722791289446,-0.2880693490817181
2025-10-06,698.0,537.9311692872825,160.0688307127175,0.09610015430667247
2025-10-07,917.97,2832.783363430883,-1914.813363430883,-1.1458545325556178
2025-10-08,2034.54,3332.9698949628073,-1298.4298949628073,-0.7769081221381692
2025-10-09,3890.78,3467.4156663464237,423.3643336535765,0.25369998567547564
2025-10-10,4273.5199999999995,3366.8111846451734,906.7088153548261,0.5430137337582479
2025-10-11,3811.3300000000004,3192.6893980913956,618.6406019086048,0.3705857911813691
2025-10-12,3413.26,1109.0863044658095,2304.1736955341908,1.3794892033357233
2025-10-13,1346.25,676.0114809381384,670.2385190618616,0.4014705687469065
2025-10-14,4388.63,3005.197736272512,1383.4322637274881,0.8283643540077772
2025-10-15,3914.86,3540.2486529206294,374.6113470793707,0.22451808785724284
2025-10-16,3954.4300000000003,3709.9387862190206,244.4912137809797,0.14663255302485023
2025-10-17,4451.1,3644.731805469742,806.3681945302583,0.48295321337425584
2025-10-18,4451.45,3505.861613172845,945.5883868271549,0.5662857374168394
2025-10-19,1339.44,1457.0000337433207,-117.56003374332067,-0.07007914512181772
2025-10-20,1211.76,1057.7369999698035,154.0230000301965,0.09248132342879126
2025-10-21,4354.57,3419.3421307699264,935.2278692300733,0.5600842800886436
2025-10-22,4448.650000000001,3984.926084805094,463.72391519490657,0.2778578735770316
2025-10-23,4240.76,4182.7560093388665,58.003990661133685,0.03500757429239645
2025-10-24,4465.17,4142.789871507548,322.38012849245206,0.1932542373564067
2025-10-25,4089.9500000000003,4025.774175923275,64.17582407672535,0.03870182616783418
2025-10-26,1494.6000000000001,1994.9281098579822,-500.3281098579821,-0.2991912399933423
2025-10-27,1338.34,1609.4394939842082,-271.09949398420827,-0.1619827012864523
2025-10-28,4441.83,3980.240899670571,461.58910032942913,0.27658004520911444
2025-10-29,4321.08,4550.183819001575,-229.10381900157518,-0.13684550288557917
2025-10-30,4032.44,4747.364760504218,-714.9247605042178,-0.42764157650271056
2025-10-31,4175.44,4701.667676613086,-526.2276766130863,-0.3146938494475049
2025-11-01,3894.7900000000004,4573.866924854618,-679.076924854618,-0.4061842679265648
2025-11-02,1231.8799999999999,2527.3135914071113,-1295.4335914071114,-0.7751146356189045
2025-11-03,1220.57,2121.4304396440057,-900.8604396440057,-0.5389364195614489
2025-11-04,4438.12,4467.483831353834,-29.36383135383403,-0.01728786510107973
2025-11-05,2082.77,5008.75059722357,-2925.9805972235704,-1.7511052252238546
2025-11-06,5054.16,5173.833921945208,-119.67392194520835,-0.07134444749283783
2025-11-07,4784.17,5093.192939601246,-309.0229396012455,-0.1846824001700733
2025-11-08,4347.56,4928.230620056854,-580.6706200568533,-0.34728156405000704
2025-11-09,1643.98,2842.9632319102157,-1198.9832319102156,-0.7173826948056748
2025-11-10,1880.37,2397.4971661568543,-517.1271661568544,-0.3092465900099051
2025-11-11,7305.5,4703.782038547599,2601.717961452401,1.5575891921684126
2025-11-12,7110.66,5205.758648674588,1904.9013513254122,1.1404982087509643
2025-11-13,7068.76,5332.656475148221,1736.1035248517792,1.0394615078178668
2025-11-14,6651.4400000000005,5215.506009020581,1435.9339909794198,0.8597901218961633
2025-11-15,5889.079999999999,5016.211086269077,872.868913730922,0.5227583069473233
2025-11-16,2271.4500000000003,2899.205038940966,-627.7550389409657,-0.3754647133759604
2025-11-17,2044.67,2424.9169194199967,-380.24691941999663,-0.22731467866885013
2025-11-18,4322.17,4705.517106149896,-383.3471061498958,-0.22917034616178739
2025-11-19,7318.8,5185.061165073226,2133.738834926774,1.2774726288364326
2025-11-20,6691.900000000001,5292.786837085647,1399.1131629143538,0.8377504127894811
2025-11-21,5892.32,5159.629530991902,732.6904690080974,0.4388522052361195
2025-11-22,4839.549999999999,4947.301441808184,-107.75144180818461,-0.0642080519292763
2025-11-23,1500.79,2819.957953356269,-1319.1679533562692,-0.7893212263090372
2025-11-24,1208.3200000000002,2337.677302127754,-1129.3573021277539,-0.6757069553036719
2025-11-25,5237.38,4612.22242208538,625.1575779146206,0.374486633801584
2025-11-26,5944.6,5087.203355471024,857.3966445289761,0.5134971270567305
2025-11-27,4897.44,5191.394522382955,-293.9545223829555,-0.17566295249218913
2025-11-28,3458.78,5055.271579728452,-1596.4915797284516,-0.9553178204880807
2025-11-29,3052.34,4840.112287406952,-1787.7722874069523,-1.0698120178348858
2025-11-30,1120.34,2709.6843066144,-1589.3443066144002,-0.951039703220828
2025-12-01,948.9399999999999,2223.74516327723,-1274.80516327723,-0.7627671524360905
2025-12-02,3975.7,4493.822565572447,-518.1225655724475,-0.3098424026169944
2025-12-03,5910.19,4963.392766422183,946.7972335778168,0.5670093124187938
